Loc,theta,z,ToA_S1,ToA_S2,ToA_S3,ToA_S4,ToA_S5,ToA_S6,ToA_S7,ToA_S8,Amplitude_S1,Amplitude_S2,Amplitude_S3,Amplitude_S4,Amplitude_S5,Amplitude_S6,Amplitude_S7,Amplitude_S8,SignalEnergy_S1,SignalEnergy_S2,SignalEnergy_S3,SignalEnergy_S4,SignalEnergy_S5,SignalEnergy_S6,SignalEnergy_S7,SignalEnergy_S8,Force_N,Impact_Type
8,0.785398163397448,22.5,0,5.340576171875e-05,8.58306884765625e-05,1.9073486328125e-06,5.43594360351562e-05,1.76429748535156e-05,8.82148742675781e-05,9.25064086914062e-05,0.775715962885027,0.738380596816133,-1,-0.998470099789695,0.87396280144294,0.664584177621382,-0.820979665691943,-0.790385026781513,9.00596247585876e-07,8.94883649126333e-07,1.27039150649691e-06,1.72665769654279e-06,1.16394964066005e-06,7.27112506785409e-07,1.12621702936976e-06,1.31958589494112e-06,9.54501626124098,0
9,0.785398163397448,30,0.000175952911376953,6.34193420410156e-05,0.000166893005371094,0.000123500823974609,2.90870666503906e-05,0,3.62396240234375e-05,4.81605529785156e-05,0.242124087768159,0.244189364890415,-0.400967894870832,-0.347480437584686,1,0.813468585792071,-0.616213759794689,-0.595607620554418,1.22581299453934e-06,1.03492276856129e-06,2.45006705568805e-06,3.14568926388876e-06,1.47031374267308e-05,9.7842492276489e-06,4.87504670229671e-06,4.58414483791624e-06,15.6116225142879,0
9,0.785398163397448,30,4.14848327636719e-05,3.67164611816406e-05,0.000128269195556641,9.34600830078125e-05,1.23977661132812e-05,0,5.91278076171875e-05,1.62124633789062e-05,0.201763316857254,0.266168481940014,-0.433329884062027,-0.370735099365742,1,0.974651847280433,-0.650097072863812,-0.652035658374382,7.41246757804683e-07,8.71588051844944e-07,1.76238617470364e-06,2.35407026662683e-06,1.02761874120634e-05,1.04112615540526e-05,3.75525511288563e-06,3.74569363001681e-06,14.1960810552436,0
9,0.785398163397448,30,0,0.000131607055664062,0.000126361846923828,0.000147819519042969,6.67572021484375e-06,4.76837158203125e-07,5.29289245605469e-05,1.47819519042969e-05,0.21522237474357,0.289922872222375,-0.458217324606485,-0.420295532356001,1,0.932298024862635,-0.664086023208207,-0.661042276990677,3.98724657577269e-07,4.31803743886542e-07,9.2346843097394e-07,1.24155173716515e-06,5.15862296706935e-06,4.47067732493462e-06,1.91497529235594e-06,1.90270080812389e-06,9.84834657389332,0
9,0.785398163397448,30,3.09944152832031e-05,0.000118732452392578,0.000120639801025391,9.39369201660156e-05,1.04904174804688e-05,4.76837158203125e-07,5.24520874023438e-05,0,0.238339736913921,0.20129147459219,-0.39286859242141,-0.360737098769634,1,0.718455793800426,-0.579195038427982,-0.580472892485989,8.41098003079476e-07,6.39077371009169e-07,1.63710201059723e-06,2.19385993759243e-06,1.20371365089593e-05,6.44285232799239e-06,3.44653198742386e-06,3.46232001997575e-06,13.6905305341563,0
10,0.785398163397448,37.5,9.29832458496094e-05,8.58306884765625e-05,0.000104427337646484,0.000110626220703125,0,2.76565551757812e-05,5.76972961425781e-05,6.53266906738281e-05,-0.0617530995906845,0.0752202129161635,-0.106598550631918,-0.0926365487885806,0.878530785568082,1,-0.187251055172081,-0.171369243211853,6.09357552951374e-07,5.93820513286192e-07,1.01299179190189e-06,1.49006677818085e-06,8.40703826325668e-05,0.000112269913613204,3.4665086233146e-06,3.33306669066849e-06,14.9038517847657,0
10,0.785398163397448,37.5,9.10758972167969e-05,9.10758972167969e-05,0.000153064727783203,0.000119209289550781,7.62939453125e-06,0,4.24385070800781e-05,4.24385070800781e-05,-0.0574009834815966,0.0677948670154282,-0.0940376908277245,-0.0882691351892795,0.894641110127081,1,-0.174221254637826,-0.155374756395643,6.78911028483774e-07,5.65290984855306e-07,1.08527685920879e-06,1.52319883687624e-06,0.000104053997126828,0.000133889484207161,3.74281166335416e-06,3.4923447639134e-06,15.6116225142879,0
10,0.785398163397448,37.5,0.00018310546875,9.77516174316406e-05,0.000125408172607422,0.000152111053466797,2.62260437011719e-05,0,3.24249267578125e-05,4.10079956054688e-05,-0.0527999351201129,0.07035506456026,-0.0986269839436604,-0.0883208331276153,0.849305296253641,1,-0.167830788680293,-0.153789686763635,2.94007591539804e-07,3.07404889978976e-07,5.14778234042519e-07,7.67850940991447e-07,5.62555695273172e-05,8.02580548362205e-05,1.98024442952807e-06,1.85072087626813e-06,11.364998137155,0
10,0.785398163397448,37.5,9.63211059570312e-05,9.20295715332031e-05,0.000151157379150391,8.58306884765625e-05,6.19888305664062e-06,0,3.71932983398438e-05,3.86238098144531e-05,-0.0515140963791948,0.0648013224383288,-0.0907226866783162,-0.0791769760938468,0.894841399539458,1,-0.169288341018943,-0.155747994012297,7.69682392306288e-07,7.00863280337095e-07,1.29913570715983e-06,1.8090413731835e-06,0.000126230830658039,0.000163488023991902,4.50291875923692e-06,4.36182399444792e-06,17.4316043902019,0
11,1.5707963267949,7.5,4.86373901367188e-05,0,5.00679016113281e-05,6.62803649902344e-05,0.000180721282958984,0.000107765197753906,9.72747802734375e-05,0.000114917755126953,0.102547222309,-1,0.340487301980852,-0.310905665763055,0.263376190187373,-0.279948478187407,0.297709247380284,-0.32978849716559,1.91657875966995e-06,7.94163065309781e-05,8.97945592109526e-06,1.23694322214002e-05,5.39794160609848e-06,9.14957017948688e-06,6.9404310950726e-06,7.37918781905401e-06,14.4994113678959,0
11,1.5707963267949,7.5,5.29289245605469e-05,0,5.53131103515625e-05,6.77108764648438e-05,0.000177383422851562,0.000112533569335938,0.000174522399902344,0.000181198120117188,0.097106451251567,-1,0.347556739337711,-0.311526706466415,0.260442212478686,-0.259537685751681,0.295395569958984,-0.326970559230619,1.41619307200341e-06,6.17773714930534e-05,6.96613454344264e-06,9.35411844726768e-06,3.93271571718777e-06,6.47773095941998e-06,5.05896097343762e-06,5.30487258867242e-06,12.477209283547,0
11,1.5707963267949,7.5,6.62803649902344e-05,0,5.24520874023438e-05,6.4849853515625e-05,0.000180244445800781,0.000118255615234375,0.000169754028320312,0.000151634216308594,0.106792547631714,-1,0.327303658109679,-0.318903295452748,0.27676108575516,-0.303830853189417,0.307202600052261,-0.333937836714482,1.14072527596955e-06,4.82066160195955e-05,4.69749887877615e-06,7.68387923039115e-06,3.12137986736826e-06,5.18794185977387e-06,3.96415096067994e-06,4.23640355289868e-06,10.8594476160678,0
11,1.5707963267949,7.5,5.53131103515625e-05,0,5.19752502441406e-05,6.38961791992188e-05,0.000178813934326172,0.000117778778076172,0.000172138214111328,0.000114917755126953,0.0844144504815825,-1,0.313997019874612,-0.29366929328098,0.257063035448052,-0.274447077583773,0.280990452048613,-0.290368953183077,1.43625284671175e-06,8.53835149931878e-05,7.83601222154396e-06,1.16022694302999e-05,4.73573323793848e-06,7.99928707788787e-06,6.16140405488923e-06,6.37693650817959e-06,14.6005214721134,0
12,1.5707963267949,15,7.00950622558594e-05,0,5.340576171875e-05,3.29017639160156e-05,0.000112533569335938,5.81741333007812e-05,0.000116825103759766,0.000153541564941406,0.383034810654227,-1,0.829088562771122,-0.506663311222813,0.598897556983035,-0.677649901761719,0.635828161148893,-0.689165843721901,3.67397625115359e-06,2.04883454975081e-05,1.50996498630142e-05,9.69556914395844e-06,7.40141070531353e-06,1.37519405860745e-05,1.0696123726107e-05,8.19387578688849e-06,10.9605577202852,0
12,1.5707963267949,15,4.33921813964844e-05,0,5.57899475097656e-05,2.81333923339844e-05,0.000109672546386719,3.76701354980469e-05,0.000105857849121094,5.29289245605469e-05,0.370361572567935,-1,0.752336610403884,-0.476724234266573,0.567681276382999,-0.667267252008785,0.637384886497423,-0.632239627554207,3.83996362319172e-06,2.06727569343947e-05,1.37497644559929e-05,9.30268526662429e-06,7.42595080682849e-06,1.37604614376029e-05,1.06292479903301e-05,7.69222214679724e-06,10.9605577202852,0
12,1.5707963267949,15,1.57356262207031e-05,0,4.76837158203125e-05,2.57492065429688e-05,0.000116348266601562,5.38825988769531e-05,0.000105857849121094,5.29289245605469e-05,0.351215412136326,-1,0.804826846195771,-0.471573651092576,0.56287141112452,-0.632257927674014,0.614968591904891,-0.622878053529483,3.33639344537421e-06,2.473564031653e-05,1.6290438014938e-05,9.72676016233873e-06,7.24908710190474e-06,1.38315277927092e-05,1.08457421809524e-05,7.90028319775234e-06,11.8705486582423,0
12,1.5707963267949,15,5.48362731933594e-05,0,5.29289245605469e-05,2.90870666503906e-05,0.000107288360595703,5.14984130859375e-05,0.000107765197753906,0.000152111053466797,0.331001792783328,-1,0.747625101435776,-0.445779398900727,0.527887918975956,-0.655449951520497,0.596115172766559,-0.594579245126254,4.75945175136853e-06,2.96551691783675e-05,2.10420000348867e-05,1.23882885999174e-05,9.80104485241428e-06,1.87959090873423e-05,1.45877599321184e-05,1.05893471538834e-05,13.2860901172866,0
13,1.5707963267949,22.5,5.76972961425781e-05,0,4.62532043457031e-05,9.34600830078125e-05,6.34193420410156e-05,5.7220458984375e-06,8.58306884765625e-06,0.000101089477539062,0.454663486830591,-0.646580089849745,0.802357662384078,-0.616506376614825,0.596427909396295,-1,0.825096806477055,-0.655655494112515,8.61997102213222e-06,1.50038417500903e-05,2.61555315168099e-05,1.57964280663132e-05,1.45957413258385e-05,4.06379066916281e-05,2.82719140859287e-05,1.48149940010118e-05,13.8927507425912,0
13,1.5707963267949,22.5,5.7220458984375e-05,0,3.71932983398438e-05,1.66893005371094e-05,4.76837158203125e-05,1.33514404296875e-05,5.48362731933594e-05,1.33514404296875e-05,0.415034252191584,-0.66393069397285,0.784224357149178,-0.568593959031304,0.545388084599706,-1,0.820855610005595,-0.607775938344706,8.44831300184076e-06,1.56448230858762e-05,2.7986411578772e-05,1.57816081490494e-05,1.44602971600853e-05,4.02300068644028e-05,2.94331489707497e-05,1.46833472385657e-05,14.297191159461,0
13,1.5707963267949,22.5,5.57899475097656e-05,0,4.76837158203125e-06,9.39369201660156e-05,6.15119934082031e-05,1.28746032714844e-05,5.38825988769531e-05,1.71661376953125e-05,0.413271705794073,-0.632934578687475,0.681436353362434,-0.501897635971995,0.516115617567663,-1,0.741656157871768,-0.524709400489559,1.1625094547578e-05,1.93040833113499e-05,2.99415090137661e-05,1.86637127525292e-05,1.97030556557665e-05,5.38995396473498e-05,3.43176633506519e-05,1.75079496201255e-05,15.5105124100704,0
13,1.5707963267949,22.5,6.81877136230469e-05,0,5.14984130859375e-05,0.000103473663330078,7.58171081542969e-05,2.00271606445312e-05,1.43051147460938e-05,0.000115394592285156,0.459285611673454,-0.638822024600381,0.749506382882102,-0.594211018694754,0.5917302651592,-1,0.779954481666216,-0.638751164077703,8.84083063620379e-06,1.39294805116446e-05,2.27306732039013e-05,1.48012629465856e-05,1.48834859484251e-05,3.83125003570033e-05,2.51602637596628e-05,1.40219415290611e-05,12.8816497004168,0
14,1.5707963267949,30,9.67979431152344e-05,8.58306884765625e-06,9.29832458496094e-05,0.000132083892822266,0,1.1444091796875e-05,2.86102294921875e-06,1.81198120117188e-05,0.28147055481982,-0.259428923410304,0.428776789140315,-0.38381336132771,0.364943947878031,-1,0.563807106217485,-0.304800588585549,7.1515597485973e-06,7.52941828220207e-06,1.62064431901542e-05,1.21295263291708e-05,1.19817559432397e-05,8.94346246544274e-05,2.87597351002233e-05,1.15523367235036e-05,13.8927507425912,0
14,1.5707963267949,30,9.29832458496094e-05,2.24113464355469e-05,7.00950622558594e-05,0.000127315521240234,5.24520874023438e-06,5.7220458984375e-06,0,1.62124633789062e-05,0.261567492272737,-0.246490668277262,0.396456764716503,-0.348886916552106,0.338349802506342,-1,0.516194542622146,-0.285734568681941,7.57452996208271e-06,7.69156781569003e-06,1.67644052106599e-05,1.25348624777823e-05,1.28367846572952e-05,9.48670717302576e-05,2.89060406387295e-05,1.21206535669986e-05,14.0949709510261,0
